Value Set Name,Code System,Code,Code Description,,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,123613000,Chronic hypertrophic vulvitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,12373006,Chronic gonococcal bartholinitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,123754002,Focal pyelonephritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,123755001,Diffuse pyelonephritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,123951002,Cellulitis of skin (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,12463005,Infectious gastroenteritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,12713001,Cellulitis of skin with lymphangitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,127217009,Histiocytic necrotizing lymphadenitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128045006,Cellulitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,1282001,Perichondritis of larynx (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128220004,Abscess of bone of skull (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128222007,Sequestrum of bone of skull (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128276007,Cellulitis of foot (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128277003,Cellulitis of head (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128278008,Acute lymphangitis of back (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128279000,Acute lymphangitis of lower leg (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128280002,Acute lymphangitis of foot (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128281003,Acute lymphangitis of head (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,128282005,Acute lymphangitis of toe (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,12890007,Periostitis of ankle AND/OR foot (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,129128006,Infectious disorder of kidney (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,129452008,Nonspecific interstitial pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,129458007,Bronchiolitis obliterans organizing pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,129563009,Rheumatoid osteoperiostitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,129670002,Herpetic cervicitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13095005,Primary symptomatic early syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13101006,Acne mechanica (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13125003,Chronic myometritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13177009,Cellulitis of nasopharynx (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13272007,Masshoff's syndrome (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13277001,Cystic acne (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13285005,Cystitis cystica (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13301002,Cellulitis of knee (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13310005,Taboparesis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13325005,Chronic osteomyelitis of hand (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13386009,Intraspinal embolic abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13680009,Cellulitis of forearm (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13731006,Secondary symptomatic early syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,13802001,Abscess of axilla (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,14053009,Acute endomyometritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,1415005,Lymphangitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,14248008,Chronic vaginitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,14255005,Hemorrhagic dysentery (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,14343001,Acute pyelitis with renal medullary necrosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,14405000,Spinal subdural abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,14488001,Postirradiation vaginitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,14800001,Dermatitis vegetans (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,14948001,Acute suppurative otitis media without spontaneous rupture of ear drum (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,15033003,Peritonsillar abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,151004,Gonococcal meningitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,15170009,Submandibular lymphadenitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,1532007,Viral pharyngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,15363000,Metritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,1551001,Osteomyelitis of femur (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,15607007,Subacute lymphangitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,15628003,Gonorrhea (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,15805002,Acute sinusitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,16036000,Acute empyema of frontal sinus (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,16070004,Syphilitic cirrhosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,16119006,Abscess of jaw (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,16300007,Spinal cord abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,16486000,Acute oophoritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,16594005,Periostitis of multiple sites (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17028003,Osteomyelitis of forearm (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17133001,Abscess of submandibular region (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,172001,Endometritis following molar AND/OR ectopic pregnancy (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17305005,Acute gonorrhea of genitourinary tract (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17332000,Acne cosmetica (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17354003,Abscess of shoulder (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17357005,Acute suppuration of frontal sinus (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17365008,Allergic pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17716001,Chronic endomyometritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17732003,Ecthyma gangrenosum (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,17741008,Acute tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,179101003,Urethritis due to Chlamydia trachomatis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,18081009,Enteric campylobacteriosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,18099001,Retropharyngeal abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,181007,Hemorrhagic bronchopneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186090001,Typhoid and paratyphoid fevers (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186104004,Shigella flexneri (group B) (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186105003,Shigella boydii (group C) (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186116005,Acute amebic dysentery (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186136006,Proteus gastrointestinal tract infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186137002,Proteus mirabilis gastrointestinal tract infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186138007,Morganella morganii gastrointestinal tract infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186150001,Enteritis due to rotavirus (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186156007,"Infectious colitis, enteritis and gastroenteritis (disorder)",,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186342000,Pulmonary Mycobacterium avium complex infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186431008,Clostridium difficile infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186675001,Viral pharyngoconjunctivitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186729003,Chlamydial infection of lower genitourinary tract (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186731007,Chlamydial infection of anus and rectum (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186825001,Systemic bartonellosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186826000,Cutaneous and mucocutaneous bartonellosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186833000,Early congenital syphilis - latent (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186842007,Late congenital syphilitic oculopathy (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186846005,Early symptomatic syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186847001,Primary genital syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186850003,Secondary syphilis of skin and mucous membrane (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186854007,Uveitis due to secondary syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186861006,Secondary syphilis relapse (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186863009,Acute secondary syphilitic meningitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186867005,Latent early syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186868000,Serological relapse after treatment of latent early syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186875004,Syphilitic endocarditis of mitral valve (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186877007,Syphilitic endocarditis of tricuspid valve (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186878002,Syphilitic endocarditis of pulmonary valve (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186899004,"Syphilis of synovium, tendon or bursa (disorder)",,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186903006,Late latent syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186915005,Chronic gonorrhea lower genitourinary tract (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186931002,Gonococcal anal infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186932009,Gonococcal rectal infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186939000,Gonococcal peritonitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,186946009,Lymphogranuloma venereum (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,187017007,Candidal paronychia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,187042003,Histoplasma capsulatum with pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,188463006,Chlamydial pelvic inflammatory disease (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,18900005,Periporitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,189312004,Pelvic inflammation with female sterility due to Chlamydia trachomatis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,192008,Congenital syphilitic hepatomegaly (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19206003,Syphilitic acoustic neuritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19213003,Infectious diarrheal disease (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19240003,Cellulitis of digit (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,192647003,Secondary syphilitic meningitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19272000,Acute cervicitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19284003,"Abscess of back, except buttock (disorder)",,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19290004,Clutton's joints (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19360008,Acute lymphangitis of upper arm (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19372002,Chronic cystic cervicitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,193786000,Keratitis due to syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194005002,Orbital cellulitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194281003,Acute suppurative otitis media (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194282005,Acute suppurative otitis media due to another disease (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194286008,Bilateral suppurative otitis media (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194287004,Recurrent acute otitis media (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194288009,Acute left otitis media (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194289001,Acute right otitis media (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194290005,Acute bilateral otitis media (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194339007,Cholesteatoma of middle ear AND mastoid (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19457002,Cellulitis of axilla (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19471005,Lymphadenitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194907008,Acute syphilitic pericarditis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,194947001,Acute myocarditis - syphilitic (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195655000,Acute gangrenous pharyngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195656004,Acute phlegmonous pharyngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195657008,Acute ulcerative pharyngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195658003,Acute bacterial pharyngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195659006,Acute pneumococcal pharyngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195660001,Acute staphylococcal pharyngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195662009,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195666007,Acute erythematous tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195667003,Acute follicular tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195668008,Acute ulcerative tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195669000,Acute catarrhal tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195670004,Acute gangrenous tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195671000,Acute bacterial tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195672007,Acute pneumococcal tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195673002,Acute staphylococcal tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195676005,Acute viral tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195677001,Recurrent acute tonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195756009,Woakes' ethmoiditis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195798007,Chronic adenotonsillitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195811008,Chronic simple laryngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195812001,Chronic catarrhal laryngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195813006,Chronic hyperplastic laryngitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195836002,Pharynx or nasopharynx abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195878008,Pneumonia and influenza (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195881003,Pneumonia due to respiratory syncytial virus (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195886008,Group B streptococcal pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195888009,Proteus pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195889001,Legionella pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195896004,Pneumonia due to pleuropneumonia-like organism (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195902009,Anthrax pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,195920000,"Influenza with pneumonia, influenza virus identified (disorder)",,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,196067009,Loculated empyema (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,196107009,Abscess of lung and mediastinum (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,196108004,Single lung abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,196109007,Multiple lung abscesses (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,196112005,Abscess of lung with pneumonia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,196339009,Periapical abscess without a sinus (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,196341005,Periapical abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,196538002,Cellulitis of floor of mouth (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,19670002,Abscess of periosteum without osteomyelitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197162007,Submucous anorectal abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197163002,Supralevator abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197172005,Chlamydial peritonitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197176008,Subperitoneal abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197177004,Pre-ileal abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197178009,Paracolic abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197179001,Pericecal abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197180003,Male pelvic abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197305002,Syphilitic portal cirrhosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197324004,Liver abscess and sequelae of chronic liver disease (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197325003,Liver abscess - excluding amebic liver abscess (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197326002,Liver abscess due to portal pyemia (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197327006,Liver abscess due to cholangitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197328001,Liver abscess via hepatic artery (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197329009,Liver abscess via umbilicus (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197330004,Liver abscess due to direct extension (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197347003,Hepatitis in late syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197348008,Hepatitis in secondary syphilis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197757004,Late syphilis of kidney (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197760006,Chronic pyelonephritis without medullary necrosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197761005,Chronic pyelonephritis with medullary necrosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197762003,Chronic pyelitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197763008,Chronic pyonephrosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197764002,Non-obstructive reflux-associated chronic pyelonephritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197768004,Acute pyelonephritis without medullary necrosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197769007,Acute pyelonephritis with medullary necrosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197770008,Acute pyonephrosis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197834003,Chronic interstitial cystitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197837005,Submucous cystitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197845000,Cystitis associated with another disorder (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197848003,Gonococcal cystitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197849006,Monilial cystitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197850006,Trichomonal cystitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197853008,Recurrent cystitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197926005,Postoperative urinary tract infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197927001,Recurrent urinary tract infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197928006,Chronic urinary tract infection (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197963001,Prostatitis associated with another disorder (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197964007,Actinomycotic prostatitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197965008,Blastomycotic prostatitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197966009,Syphilitic prostatitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197967000,Gonococcal prostatitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,197968005,Monilial prostatitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,198130006,Female pelvic inflammatory disease (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,198133008,Acute perioophoritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,198135001,Acute perisalpingitis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,198136000,Subacute perioophoritis (disorder),,,,,,,,,,,,,,,
Competing Conditions for Sinusitis,SNOMEDCT,198137009,Subacute salpingo-oophoritis (disorder),,,,,,,,,,,,,,,
