Value Set Name,Code System,Code,Code Description,,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183059007,High fiber diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183060002,Low residue diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183061003,Low fat diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183062005,Low cholesterol diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183063000,Low salt diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183065007,Low carbohydrate diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183066008,Low protein diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183067004,High protein diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183068009,Milk-free diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183069001,Egg-free diet patient education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183070000,Vegetarian diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183071001,Vegan diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183206000,Colostomy aid education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183210002,Ileostomy aid education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183215007,Gastrostomy aid education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183274001,Speech training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183281008,Lip-reading training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183282001,Finger-reading training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183288002,Muscular re-education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183289005,Neuromuscular re-education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183293004,Coordination training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183295006,Locomotor training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183297003,Leg prosthesis use training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183314008,Joint movement training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183327007,Cardiovascular retraining (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183349001,Work-oriented specific training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,183353004,Vocational resettlement (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,18463003,Use of ergometer bicycle (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,2153008,Cardiac catheterization education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,21784000,Respiratory technique education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,21910006,Bathtub transfer training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223412000,Efficacy of treatment education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223413005,Signs and symptoms education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223418001,Medication efficacy education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223419009,Medication failure risk education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223420003,Drug dosage medication (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223425008,Types of available equipment education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223426009,Equipment use education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223428005,Types of appliances education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223433009,Benefits education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223464006,Procedure education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,223467004,Prosthesis fitting education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,225320002,Safer handling and movement training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,22532005,Training in Braille or Moon (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,225323000,Smoking cessation education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,225324006,Smoking effects education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,225366007,Planned voiding (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,225950003,Planned voiding two hourly (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,225967005,Self-care patient education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,226013008,Educating patient in reason for their specific care (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,226065005,Weight transfer practice (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,226067002,Food hygiene education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,22615000,Body alignment education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228532003,Motor retraining technique (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228534002,Developmental therapy (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228538004,Upper limb training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228539007,Lower limb training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228541008,Perceptual training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228542001,Perceptual motor retraining (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228543006,Sensory retraining (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228546003,Orientation training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228548002,Concept formation training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228550005,Attention training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228551009,Memory retraining (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228552002,Problem solving training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228559006,Social skills training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228560001,Anxiety management training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228572007,Time management training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228574008,Assertiveness training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228582008,Errorless learning technique (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228588007,Parenting skills training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228589004,Sibling relationships training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228608000,Upper limb prosthetic training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228609008,Myoelectric prosthetic training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228632007,Energy conservation education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228633002,Joint protection training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228634008,Ergonomic education (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228635009,Manual handling education (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228636005,Back pain prevention education (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228637001,Seating education (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228638006,Pressure care education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228639003,Community integration training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228640001,Independent travel training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228641002,Community living skills training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228642009,Life skills training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228643004,Habilitation training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228646007,Pre-vocational training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,228651001,Employment retraining (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229069003,Posture training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229126009,Sucking exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229130007,Frowning exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229165007,Sprint training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229166008,Jogging training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229167004,Running straight training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229168009,Running straight (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229169001,Running in circles training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229170000,Running in circles (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229171001,Direction changing training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229172008,Direction changing (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229173003,Speed changing training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229174009,Speed changing (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229175005,Running backwards (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229176006,Hopping training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229199005,Circuit training in water (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229200008,Functional training in water (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229201007,Gait training in water (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229202000,Stand to sit training in water (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229203005,Daily living activities in water (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229251002,Neurological gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229285001,Resisted gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229286000,Respiratory expansion exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229287009,Deep breathing exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229288004,Lower lateral costal expansion exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229289007,Basal expansion exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229290003,Apical expansion exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229291004,Thoracic expansion exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229292006,Upper thoracic expansion exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229293001,Lower thoracic expansion exercises (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229300005,Inspiratory muscle training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229596005,Touch weight-bearing gait training on stairs (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229597001,Shadow walking gait training on stairs (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229598006,Full weight-bearing gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229599003,Partial weight-bearing gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229600000,Non-weight-bearing gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229601001,Weight-bearing gait training on stairs (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229602008,Weight-bearing gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229603003,Touch weight-bearing gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229604009,Shadow walking gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229605005,Non-weight-bearing gait training on stairs (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229606006,Partial weight-bearing gait training on stairs (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229607002,Full weight-bearing gait training on stairs (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229608007,Gait training on stairs (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229609004,Wheelchair education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229610009,Wheelchair use training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229611008,Pneumatic post-amputation mobility aid education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229613006,Control of phantom sensation technique (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229615004,Prosthetic gait training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229616003,Lower limb amputee lock knee gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229617007,Lower limb amputee free knee gait training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,229822009,Cardiac rehabilitation class (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,24050008,Post-cardiac rehabilitation training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243062008,Anesthetic procedure education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243063003,Postoperative procedure education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243064009,Reproductive education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243065005,Vasectomy education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243072006,Cancer education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243074007,Patient associations education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243080004,Technique for premature ejaculation education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243081000,Squeeze technique education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243082007,Stop-start technique education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243083002,Technique for impotence education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243085009,Oral health education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243086005,Tooth brushing education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243087001,Interdental cleaning education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243088006,Tongue cleaning education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243089003,Maxillofacial prosthesis or appliance care education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243090007,Bridge or pontic hygiene care education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243091006,Orofacial defect cleansing education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243092004,Orthodontic appliance care education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243093009,Self-examination education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243094003,Breastfeeding education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243095002,Breast hygiene education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243096001,Correct fixing of baby to breast education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243097005,Perineal hygiene education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243098000,Regular washing and bathing education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243099008,Regular change of sanitary pad education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243100000,Use of bidet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243101001,Stoma training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243103003,Changing stoma bag education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243104009,Parastomal skin care education (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243105005,Continent urinary diversion care education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243106006,Catheterization of continent urinary stoma education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243107002,Artificial urinary sphincter education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243108007,Gastrointestinal stoma training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243109004,Clean intermittent self-catheterization education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243110009,Braille training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,243111008,Moon training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,2457001,Blind rehabilitation therapy (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,252909004,Bladder drill (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,266724001,Weight-reducing diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,266725000,Lactose-free diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,266735006,Urostomy stoma care training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,268533009,Sterilization education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,268534003,Fertility education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,268537005,Rubella status education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,268538000,Donor status education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,268541009,Back problems education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,278445004,Skills training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,281078001,Education about alcohol consumption (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,281085002,Sugar-free diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,281094008,Testicular self-examination education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,28150003,Biofeedback procedure (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,284350006,Diabetes mellitus diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,284352003,Obesity diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,284360002,Inborn error of metabolism diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,284361003,Amino acid metabolism disorder diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,284362005,Phenylketonuria diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,285593001,Steering wheelchair training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,285594007,Propelling wheelchair training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,285595008,Controlling electric wheelchair training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,28812006,Hemodialysis education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,288554006,Donning lower limb prosthesis practice (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,288555007,Doffing lower limb prosthesis practice (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,289134009,Celiac disease diet education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,29203007,Electroencephalographic biofeedback (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,29960003,Lead dog for the blind training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,302256002,Coping skills training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,302259009,Cognitive skills training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,302260004,Concentration skills training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,302262007,Memory skills training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,304491008,Dietary education for disorder (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,304507003,Exercise education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,304531008,Treatment side effects education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,304532001,Treatment failure risk education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,304673006,Functional activity education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,304674000,Activity of daily living education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,304700003,Distraction training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,304701004,Thought-stopping training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,306814005,Investigation results education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,306960006,Training relating to psychosocial functioning (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,306961005,Training for blind or partially sighted person (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,306977006,Social and personal circumstances education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,306981006,Education relating to information and organizations (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,30876008,Pain control techniques education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,309056006,Denture care education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,310403001,Temperature control education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,310404007,Tepid sponging education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,310829009,Communication skills training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,310830004,Conversational skills training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,310831000,Sociolinguistic skills training (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311401005,Patient education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311402003,Staff education (procedure),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311460008,Strategy training for cognitive skills (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311461007,Strategy training for perceptual skills (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311462000,Strategy training for executive skills (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311509005,Visual processing training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311510000,Information processing training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311511001,Executive functions training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311522002,Process training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311523007,Strategy training (regime/therapy),,,,,,,,,,,,,,,
Patient Education,SNOMEDCT,311524001,Functional skills training (procedure),,,,,,,,,,,,,,,
